Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5168,4180,0.4220943148540846
STATEN ISLAND,Staten Island,75to84,75 to 84,15444,12325,0.5420203175161616
STATEN ISLAND,Staten Island,65to74,65 to 74,32710,25544,0.5474613686534218
STATEN ISLAND,Staten Island,55to64,55 to 64,35849,21019,0.3178436413125662
STATEN ISLAND,Staten Island,45to54,45 to 54,25725,14774,0.2302250202580565
STATEN ISLAND,Staten Island,35to44,35 to 44,19179,11184,0.1890019265217832
STATEN ISLAND,Staten Island,25to34,25 to 34,15397,8924,0.1378884098950849
STATEN ISLAND,Staten Island,18to24,18 to 24,6474,3138,0.0790984929598687
STATEN ISLAND,Staten Island,<18,<18,451,94,0.000912843437146
STATEN ISLAND,Staten Island,%all%,%all%,156397,101182,0.2125033865876427
QUEENS,Queens,85andUp,85+,23136,17721,0.343262620800156
QUEENS,Queens,75to84,75 to 84,61787,47191,0.4300025340957206
QUEENS,Queens,65to74,65 to 74,130673,96838,0.463949108915957
QUEENS,Queens,55to64,55 to 64,152820,86994,0.2882662448861469
QUEENS,Queens,45to54,45 to 54,121213,68153,0.2260871002926792
QUEENS,Queens,35to44,35 to 44,106721,59963,0.194300735345284
QUEENS,Queens,25to34,25 to 34,96494,54759,0.1510600873190455
QUEENS,Queens,18to24,18 to 24,27966,15313,0.0876400502736375
QUEENS,Queens,<18,<18,1466,453,0.0010085246007951
QUEENS,Queens,%all%,%all%,722276,447385,0.1972309821192808
MANHATTAN,Manhattan,85andUp,85+,22402,19114,0.4799422682667026
MANHATTAN,Manhattan,75to84,75 to 84,59438,51654,0.6031662763309826
MANHATTAN,Manhattan,65to74,65 to 74,105706,89669,0.6066630835497612
MANHATTAN,Manhattan,55to64,55 to 64,109355,65756,0.3616067689809357
MANHATTAN,Manhattan,45to54,45 to 54,94823,53094,0.2748602945401123
MANHATTAN,Manhattan,35to44,35 to 44,99762,54740,0.2360024504543365
MANHATTAN,Manhattan,25to34,25 to 34,134623,72433,0.2014616449667215
MANHATTAN,Manhattan,18to24,18 to 24,37880,18276,0.1269278100496343
MANHATTAN,Manhattan,<18,<18,2078,648,0.0028462639365839
MANHATTAN,Manhattan,%all%,%all%,666067,425384,0.2639808084137681
BROOKLYN,Brooklyn,85andUp,85+,18737,14076,0.2761082777559828
BROOKLYN,Brooklyn,75to84,75 to 84,53186,39993,0.3749542944468925
BROOKLYN,Brooklyn,65to74,65 to 74,115349,85228,0.4053785381677392
BROOKLYN,Brooklyn,55to64,55 to 64,122431,68490,0.2396976219224106
BROOKLYN,Brooklyn,45to54,45 to 54,104596,57374,0.1942471374498081
BROOKLYN,Brooklyn,35to44,35 to 44,114417,61760,0.1725207131005123
BROOKLYN,Brooklyn,25to34,25 to 34,126789,67390,0.1433704719375544
BROOKLYN,Brooklyn,18to24,18 to 24,27022,14096,0.0678253876252367
BROOKLYN,Brooklyn,<18,<18,1251,407,0.0007077482763306
BROOKLYN,Brooklyn,%all%,%all%,683778,408814,0.1596990198456738
THE BRONX,Bronx,85andUp,85+,10805,8501,0.3195362426360348
THE BRONX,Bronx,75to84,75 to 84,32161,24844,0.429153994557254
THE BRONX,Bronx,65to74,65 to 74,67084,50300,0.4774080450497766
THE BRONX,Bronx,55to64,55 to 64,84849,51491,0.3150607695864688
THE BRONX,Bronx,45to54,45 to 54,64329,38764,0.2228635737300002
THE BRONX,Bronx,35to44,35 to 44,47558,28704,0.1601874858889783
THE BRONX,Bronx,25to34,25 to 34,36553,22265,0.098125438415639
THE BRONX,Bronx,18to24,18 to 24,13622,6880,0.0496903121170611
THE BRONX,Bronx,<18,<18,676,190,0.0005440289012953
THE BRONX,Bronx,%all%,%all%,357637,231939,0.1632200133568007
%all%,%all%,85andUp,85+,80248,63592,0.3553856643083079
%all%,%all%,75to84,75 to 84,222016,176007,0.4599390911035934
%all%,%all%,65to74,65 to 74,451522,347579,0.4835578989837158
%all%,%all%,55to64,55 to 64,505304,293750,0.2940662927734933
%all%,%all%,45to54,45 to 54,410686,232159,0.2258164921840272
%all%,%all%,35to44,35 to 44,387637,216351,0.190298054544527
%all%,%all%,25to34,25 to 34,409856,225771,0.1521676566473388
%all%,%all%,18to24,18 to 24,112964,57703,0.0818864610142326
%all%,%all%,<18,<18,5922,1792,0.0010515677958925
%all%,%all%,%all%,%all%,2586155,1614704,0.1936835125444159
