Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5544,4730,0.47763304049278
STATEN ISLAND,Staten Island,75to84,75 to 84,16346,14088,0.6195523110075202
STATEN ISLAND,Staten Island,65to74,65 to 74,34995,29749,0.637583317259264
STATEN ISLAND,Staten Island,55to64,55 to 64,41050,30770,0.4652956298200514
STATEN ISLAND,Staten Island,45to54,45 to 54,31416,21121,0.3291310852085022
STATEN ISLAND,Staten Island,35to44,35 to 44,24355,15510,0.262108358400649
STATEN ISLAND,Staten Island,25to34,25 to 34,20729,12468,0.1926482176795068
STATEN ISLAND,Staten Island,18to24,18 to 24,11206,5065,0.1276717230215853
STATEN ISLAND,Staten Island,<18,<18,1870,164,0.001592620464808
STATEN ISLAND,Staten Island,%all%,%all%,187511,133665,0.2807244882314765
QUEENS,Queens,85andUp,85+,25948,21558,0.4175867941543797
QUEENS,Queens,75to84,75 to 84,68941,57528,0.5241928711292114
QUEENS,Queens,65to74,65 to 74,147117,120818,0.578836855790166
QUEENS,Queens,55to64,55 to 64,190198,133558,0.4425622817033819
QUEENS,Queens,45to54,45 to 54,165229,102525,0.3401109262616016
QUEENS,Queens,35to44,35 to 44,152591,89232,0.2891423580596432
QUEENS,Queens,25to34,25 to 34,147164,81452,0.2246963281343869
QUEENS,Queens,18to24,18 to 24,57003,24319,0.1391835945017037
QUEENS,Queens,<18,<18,8584,873,0.0019435805220622
QUEENS,Queens,%all%,%all%,962775,631863,0.2785586464786149
MANHATTAN,Manhattan,85andUp,85+,23874,20990,0.5270476201170914
MANHATTAN,Manhattan,75to84,75 to 84,62633,56233,0.6566354825748276
MANHATTAN,Manhattan,65to74,65 to 74,112662,99882,0.6757599851801318
MANHATTAN,Manhattan,55to64,55 to 64,126050,96365,0.5299324212672284
MANHATTAN,Manhattan,45to54,45 to 54,118152,78690,0.4073672463434933
MANHATTAN,Manhattan,35to44,35 to 44,131060,79709,0.3436521615503234
MANHATTAN,Manhattan,25to34,25 to 34,193250,106666,0.2966756564275995
MANHATTAN,Manhattan,18to24,18 to 24,67052,30160,0.2094628338310883
MANHATTAN,Manhattan,<18,<18,7254,1297,0.005696920255786
MANHATTAN,Manhattan,%all%,%all%,841987,569992,0.353720283201485
BROOKLYN,Brooklyn,85andUp,85+,21084,16861,0.3307375441349549
BROOKLYN,Brooklyn,75to84,75 to 84,59017,47922,0.4492926186703669
BROOKLYN,Brooklyn,65to74,65 to 74,128706,103843,0.4939189414154098
BROOKLYN,Brooklyn,55to64,55 to 64,150050,104463,0.3655939944354034
BROOKLYN,Brooklyn,45to54,45 to 54,138414,86177,0.2917634392584116
BROOKLYN,Brooklyn,35to44,35 to 44,157700,91173,0.2546831440335656
BROOKLYN,Brooklyn,25to34,25 to 34,189129,100654,0.2141387666182312
BROOKLYN,Brooklyn,18to24,18 to 24,53162,22403,0.1077959817656198
BROOKLYN,Brooklyn,<18,<18,6634,805,0.0013998460993762
BROOKLYN,Brooklyn,%all%,%all%,903896,574301,0.2243448286907746
THE BRONX,Bronx,85andUp,85+,12128,10226,0.384375675473014
THE BRONX,Bronx,75to84,75 to 84,35380,29964,0.517596614591594
THE BRONX,Bronx,65to74,65 to 74,74325,61825,0.586794282011977
THE BRONX,Bronx,55to64,55 to 64,101613,75945,0.4646887834037866
THE BRONX,Bronx,45to54,45 to 54,82875,56877,0.3269995739098448
THE BRONX,Bronx,35to44,35 to 44,64562,41634,0.2323455193527634
THE BRONX,Bronx,25to34,25 to 34,52162,32282,0.1422719695905528
THE BRONX,Bronx,18to24,18 to 24,25113,12224,0.0882869731568249
THE BRONX,Bronx,<18,<18,3281,397,0.0011367340727065
THE BRONX,Bronx,%all%,%all%,451439,321374,0.2261571731038267
%all%,%all%,85andUp,85+,88578,74365,0.4155908750516939
%all%,%all%,75to84,75 to 84,242317,205735,0.5376238951189314
%all%,%all%,65to74,65 to 74,497805,416117,0.5789091465577808
%all%,%all%,55to64,55 to 64,608961,441101,0.4415759516891256
%all%,%all%,45to54,45 to 54,536086,345390,0.3359540583627651
%all%,%all%,35to44,35 to 44,530268,317258,0.2790538531769557
%all%,%all%,25to34,25 to 34,602434,333522,0.2247908773949433
%all%,%all%,18to24,18 to 24,213536,94171,0.1336382843209417
%all%,%all%,<18,<18,27623,3536,0.0020749685972521
%all%,%all%,%all%,%all%,3347608,2231195,0.2676315193196636
