Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5620,4845,0.5675047965263053
STATEN ISLAND,Staten Island,75to84,75 to 84,16490,14413,0.7251858041250716
STATEN ISLAND,Staten Island,65to74,65 to 74,35339,30506,0.7573887138601342
STATEN ISLAND,Staten Island,55to64,55 to 64,41774,32591,0.6316951459246938
STATEN ISLAND,Staten Island,45to54,45 to 54,32209,22769,0.5019167238047748
STATEN ISLAND,Staten Island,35to44,35 to 44,25112,16793,0.4243755703518437
STATEN ISLAND,Staten Island,25to34,25 to 34,21483,13597,0.3319427061604784
STATEN ISLAND,Staten Island,18to24,18 to 24,11877,5671,0.2993794776559465
STATEN ISLAND,Staten Island,<18,<18,2065,246,0.0200534223160271
STATEN ISLAND,Staten Island,%all%,%all%,191969,141431,0.4031750965571265
QUEENS,Queens,85andUp,85+,26681,22410,0.5168212846661566
QUEENS,Queens,75to84,75 to 84,70528,59596,0.6426483593206964
QUEENS,Queens,65to74,65 to 74,150724,125568,0.7221159616292024
QUEENS,Queens,55to64,55 to 64,198890,143757,0.65904859467786
QUEENS,Queens,45to54,45 to 54,175749,112716,0.5830202894859812
QUEENS,Queens,35to44,35 to 44,163648,98397,0.5302757823622074
QUEENS,Queens,25to34,25 to 34,158840,89812,0.4381815641220107
QUEENS,Queens,18to24,18 to 24,64450,26662,0.36886313851864
QUEENS,Queens,<18,<18,10848,1033,0.024151158652154
QUEENS,Queens,%all%,%all%,1020358,679951,0.4498278003358742
MANHATTAN,Manhattan,85andUp,85+,24135,21366,0.6060168800155312
MANHATTAN,Manhattan,75to84,75 to 84,63223,57072,0.738258053364187
MANHATTAN,Manhattan,65to74,65 to 74,113836,101856,0.7701669337114344
MANHATTAN,Manhattan,55to64,55 to 64,128948,102945,0.7091135355945266
MANHATTAN,Manhattan,45to54,45 to 54,122046,87239,0.6318152617516583
MANHATTAN,Manhattan,35to44,35 to 44,136382,89752,0.587988421590488
MANHATTAN,Manhattan,25to34,25 to 34,201836,120020,0.5613768941435976
MANHATTAN,Manhattan,18to24,18 to 24,71403,33902,0.495897703051764
MANHATTAN,Manhattan,<18,<18,8236,1623,0.0361756632433723
MANHATTAN,Manhattan,%all%,%all%,870045,615775,0.5399243564787506
BROOKLYN,Brooklyn,85andUp,85+,21563,17430,0.4229697920753237
BROOKLYN,Brooklyn,75to84,75 to 84,60103,49378,0.5634955607016624
BROOKLYN,Brooklyn,65to74,65 to 74,131121,107304,0.6236640458897562
BROOKLYN,Brooklyn,55to64,55 to 64,155021,111549,0.5425341662729454
BROOKLYN,Brooklyn,45to54,45 to 54,144551,94281,0.4893962067401122
BROOKLYN,Brooklyn,35to44,35 to 44,165282,101427,0.4616996195381942
BROOKLYN,Brooklyn,25to34,25 to 34,199200,112127,0.4237928180733171
BROOKLYN,Brooklyn,18to24,18 to 24,58534,24666,0.281646654317225
BROOKLYN,Brooklyn,<18,<18,8043,985,0.0139862884189844
BROOKLYN,Brooklyn,%all%,%all%,943418,619147,0.3685366203328798
THE BRONX,Bronx,85andUp,85+,12458,10600,0.468272263352514
THE BRONX,Bronx,75to84,75 to 84,35972,30858,0.6213785015381396
THE BRONX,Bronx,65to74,65 to 74,75683,63768,0.7183235203479572
THE BRONX,Bronx,55to64,55 to 64,104726,80469,0.6407926463986432
THE BRONX,Bronx,45to54,45 to 54,86302,60842,0.4961709869994448
THE BRONX,Bronx,35to44,35 to 44,68088,44658,0.3799765028988556
THE BRONX,Bronx,25to34,25 to 34,55282,34631,0.2436366712999486
THE BRONX,Bronx,18to24,18 to 24,27380,13295,0.1977501083960951
THE BRONX,Bronx,<18,<18,3981,484,0.0113988371371402
THE BRONX,Bronx,%all%,%all%,469872,339605,0.3306581218164546
%all%,%all%,85andUp,85+,90457,76651,0.5055214655355488
%all%,%all%,75to84,75 to 84,246316,211317,0.6436696106647616
%all%,%all%,65to74,65 to 74,506703,429002,0.7049339519612686
%all%,%all%,55to64,55 to 64,629359,471311,0.6300366568634314
%all%,%all%,45to54,45 to 54,560857,377847,0.5455345705178648
%all%,%all%,35to44,35 to 44,558512,351027,0.4912560932917938
%all%,%all%,25to34,25 to 34,636641,370187,0.4290904017593865
%all%,%all%,18to24,18 to 24,233644,104196,0.3315647418194785
%all%,%all%,<18,<18,33173,4371,0.0194663272841187
%all%,%all%,%all%,%all%,3495662,2395909,0.4193041540914237
