Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5312,4430,0.4473391901444007
STATEN ISLAND,Staten Island,75to84,75 to 84,15806,13167,0.5790492106073266
STATEN ISLAND,Staten Island,65to74,65 to 74,33613,27664,0.5928974045736086
STATEN ISLAND,Staten Island,55to64,55 to 64,37996,25311,0.3827461061545441
STATEN ISLAND,Staten Island,45to54,45 to 54,28192,17309,0.2697282303808515
STATEN ISLAND,Staten Island,35to44,35 to 44,21317,12963,0.2190658059282793
STATEN ISLAND,Staten Island,25to34,25 to 34,17676,10302,0.1591804570527975
STATEN ISLAND,Staten Island,18to24,18 to 24,8390,3933,0.0991377861093574
STATEN ISLAND,Staten Island,%all%,%all%,168302,115079,0.3083838435111288
QUEENS,Queens,85andUp,85+,24235,19477,0.3772770196560374
QUEENS,Queens,75to84,75 to 84,64611,51902,0.4729289806241888
QUEENS,Queens,65to74,65 to 74,137316,107656,0.515777951521678
QUEENS,Queens,55to64,55 to 64,167547,105369,0.3491542630228339
QUEENS,Queens,45to54,45 to 54,138335,81463,0.2702409791372724
QUEENS,Queens,35to44,35 to 44,125155,71818,0.2327150111073097
QUEENS,Queens,25to34,25 to 34,116067,65635,0.1810630002590542
QUEENS,Queens,18to24,18 to 24,37461,19152,0.109611587725508
QUEENS,Queens,%all%,%all%,810727,522472,0.2872052039153079
MANHATTAN,Manhattan,85andUp,85+,23070,20027,0.5028672076267267
MANHATTAN,Manhattan,75to84,75 to 84,60774,53736,0.6274778918364828
MANHATTAN,Manhattan,65to74,65 to 74,108579,94186,0.637223223044952
MANHATTAN,Manhattan,55to64,55 to 64,116484,78068,0.4293131766044724
MANHATTAN,Manhattan,45to54,45 to 54,105304,62259,0.3223062319239998
MANHATTAN,Manhattan,35to44,35 to 44,114298,64526,0.2781931698578099
MANHATTAN,Manhattan,25to34,25 to 34,162054,86445,0.2404339444610639
MANHATTAN,Manhattan,18to24,18 to 24,50558,23464,0.1629587510945841
MANHATTAN,Manhattan,%all%,%all%,741121,482711,0.3488418048967291
BROOKLYN,Brooklyn,85andUp,85+,19707,15501,0.3040604158493527
BROOKLYN,Brooklyn,75to84,75 to 84,55679,43737,0.4100561592334593
BROOKLYN,Brooklyn,65to74,65 to 74,120846,93814,0.4462169965230709
BROOKLYN,Brooklyn,55to64,55 to 64,133201,83047,0.2906434283514445
BROOKLYN,Brooklyn,45to54,45 to 54,118466,68397,0.2315669372913606
BROOKLYN,Brooklyn,35to44,35 to 44,133086,73545,0.2054409948992419
BROOKLYN,Brooklyn,25to34,25 to 34,152396,80763,0.1718211815565025
BROOKLYN,Brooklyn,18to24,18 to 24,36072,17819,0.0857392580940758
BROOKLYN,Brooklyn,%all%,%all%,769453,476623,0.2401317244214391
THE BRONX,Bronx,85andUp,85+,11372,9203,0.3459230726949098
THE BRONX,Bronx,75to84,75 to 84,33581,26739,0.461888128339495
THE BRONX,Bronx,65to74,65 to 74,70139,54475,0.51703386191027
THE BRONX,Bronx,55to64,55 to 64,91778,59582,0.3645676093589362
THE BRONX,Bronx,45to54,45 to 54,71793,44813,0.2576407318533304
THE BRONX,Bronx,35to44,35 to 44,54378,33443,0.1866342701569502
THE BRONX,Bronx,25to34,25 to 34,42647,26113,0.1150841937277153
THE BRONX,Bronx,18to24,18 to 24,17896,8915,0.0643879553086628
THE BRONX,Bronx,%all%,%all%,393584,263283,0.2456515009351234
%all%,%all%,85andUp,85+,83696,68638,0.3835853759402698
%all%,%all%,75to84,75 to 84,230451,189281,0.4946265268039296
%all%,%all%,65to74,65 to 74,470493,377795,0.5255949192746194
%all%,%all%,55to64,55 to 64,547006,351377,0.3517553421476485
%all%,%all%,45to54,45 to 54,462090,274241,0.2667488257316745
%all%,%all%,35to44,35 to 44,448234,256295,0.2254320058122659
%all%,%all%,25to34,25 to 34,490840,269258,0.1814775099262047
%all%,%all%,18to24,18 to 24,150377,73283,0.1039960751175157
%all%,%all%,%all%,%all%,2883187,1860168,0.2804543325471572
