Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5700,4989,0.5755831566192064
STATEN ISLAND,Staten Island,75to84,75 to 84,16650,14749,0.732222173358547
STATEN ISLAND,Staten Island,65to74,65 to 74,35706,31359,0.7652542917765062
STATEN ISLAND,Staten Island,55to64,55 to 64,42550,34378,0.643429608347195
STATEN ISLAND,Staten Island,45to54,45 to 54,32988,24546,0.5140559745683476
STATEN ISLAND,Staten Island,35to44,35 to 44,25865,18325,0.4371007537093994
STATEN ISLAND,Staten Island,25to34,25 to 34,22186,14825,0.3428050495217788
STATEN ISLAND,Staten Island,18to24,18 to 24,12505,6490,0.3152092589111401
STATEN ISLAND,Staten Island,%all%,%all%,194150,149661,0.520274969522551
QUEENS,Queens,85andUp,85+,27379,23317,0.5303418145075036
QUEENS,Queens,75to84,75 to 84,71901,61797,0.6551590812658432
QUEENS,Queens,65to74,65 to 74,153675,130281,0.7362541493283596
QUEENS,Queens,55to64,55 to 64,204798,153326,0.6786255422235224
QUEENS,Queens,45to54,45 to 54,182550,122197,0.6055815614635978
QUEENS,Queens,35to44,35 to 44,171007,107551,0.554121472394493
QUEENS,Queens,25to34,25 to 34,166347,98447,0.458890636155906
QUEENS,Queens,18to24,18 to 24,68813,30026,0.393833656336434
QUEENS,Queens,%all%,%all%,1046470,726942,0.5752492568812344
MANHATTAN,Manhattan,85andUp,85+,24488,21936,0.6148805203157378
MANHATTAN,Manhattan,75to84,75 to 84,63833,58133,0.745381053104031
MANHATTAN,Manhattan,65to74,65 to 74,115093,103986,0.7786712718441452
MANHATTAN,Manhattan,55to64,55 to 64,131586,108303,0.7236204803078868
MANHATTAN,Manhattan,45to54,45 to 54,125127,94702,0.64776517261688
MANHATTAN,Manhattan,35to44,35 to 44,140272,99691,0.6047595127901112
MANHATTAN,Manhattan,25to34,25 to 34,208118,134673,0.57884934528715
MANHATTAN,Manhattan,18to24,18 to 24,74587,38915,0.5180107555357888
MANHATTAN,Manhattan,%all%,%all%,883104,660339,0.6381946822664514
BROOKLYN,Brooklyn,85andUp,85+,22031,18050,0.4321498626912515
BROOKLYN,Brooklyn,75to84,75 to 84,61103,51087,0.5728710587749974
BROOKLYN,Brooklyn,65to74,65 to 74,133247,111038,0.633776154259595
BROOKLYN,Brooklyn,55to64,55 to 64,159144,118269,0.5569636201375402
BROOKLYN,Brooklyn,45to54,45 to 54,149168,101782,0.5050276605973606
BROOKLYN,Brooklyn,35to44,35 to 44,170607,111559,0.4765745029135218
BROOKLYN,Brooklyn,25to34,25 to 34,205685,124635,0.4375894868745493
BROOKLYN,Brooklyn,18to24,18 to 24,62060,27753,0.2986126245759214
BROOKLYN,Brooklyn,%all%,%all%,963045,664173,0.4852003712482294
THE BRONX,Bronx,85andUp,85+,12850,11027,0.4830067895392362
THE BRONX,Bronx,75to84,75 to 84,36672,31958,0.6334702659959596
THE BRONX,Bronx,65to74,65 to 74,77232,66207,0.7330254102442216
THE BRONX,Bronx,55to64,55 to 64,107660,84823,0.6587450710547326
THE BRONX,Bronx,45to54,45 to 54,89597,64945,0.515114735720948
THE BRONX,Bronx,35to44,35 to 44,71305,48029,0.3979295109153287
THE BRONX,Bronx,25to34,25 to 34,58195,37296,0.2564747311294908
THE BRONX,Bronx,18to24,18 to 24,29423,14730,0.212505531020391
THE BRONX,Bronx,%all%,%all%,482934,359015,0.4505929435345346
%all%,%all%,85andUp,85+,92448,79319,0.5166482245246958
%all%,%all%,75to84,75 to 84,250159,217724,0.6537120858339942
%all%,%all%,65to74,65 to 74,514953,442871,0.7164114942368826
%all%,%all%,55to64,55 to 64,645738,499099,0.6464332928101106
%all%,%all%,45to54,45 to 54,579430,408172,0.5636001622430786
%all%,%all%,35to44,35 to 44,579056,385155,0.5093261887966112
%all%,%all%,25to34,25 to 34,660531,409876,0.4451920504091464
%all%,%all%,18to24,18 to 24,247388,117914,0.3510688840682284
%all%,%all%,%all%,%all%,3569703,2560130,0.5381979865563672
