Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5290,4403,0.4446127436130466
STATEN ISLAND,Staten Island,75to84,75 to 84,15739,13099,0.5760587536830996
STATEN ISLAND,Staten Island,65to74,65 to 74,33460,27450,0.5883109367967596
STATEN ISLAND,Staten Island,55to64,55 to 64,37585,24817,0.3752759715711478
STATEN ISLAND,Staten Island,45to54,45 to 54,27673,17043,0.2655831203640217
STATEN ISLAND,Staten Island,35to44,35 to 44,20894,12737,0.2152465609896238
STATEN ISLAND,Staten Island,25to34,25 to 34,17230,10117,0.156321945641929
STATEN ISLAND,Staten Island,18to24,18 to 24,7973,3839,0.0967683602526883
STATEN ISLAND,Staten Island,<18,<18,896,108,0.0010487988426784
STATEN ISLAND,Staten Island,%all%,%all%,166740,113613,0.2386110895256256
QUEENS,Queens,85andUp,85+,24072,19191,0.3717370890906717
QUEENS,Queens,75to84,75 to 84,64101,51103,0.4656485240807274
QUEENS,Queens,65to74,65 to 74,136005,105838,0.5070679463583206
QUEENS,Queens,55to64,55 to 64,163583,101094,0.3349884792114415
QUEENS,Queens,45to54,45 to 54,133463,78315,0.2597979730814663
QUEENS,Queens,35to44,35 to 44,119638,69101,0.2239109969997243
QUEENS,Queens,25to34,25 to 34,110038,62897,0.173509857961358
QUEENS,Queens,18to24,18 to 24,34879,18355,0.1050501614819183
QUEENS,Queens,<18,<18,2797,541,0.0012044410795368
QUEENS,Queens,%all%,%all%,788576,506435,0.2232633468479675
MANHATTAN,Manhattan,85andUp,85+,22967,19903,0.4997536342634812
MANHATTAN,Manhattan,75to84,75 to 84,60563,53433,0.6239397460640685
MANHATTAN,Manhattan,65to74,65 to 74,108060,93424,0.6320678486160534
MANHATTAN,Manhattan,55to64,55 to 64,114561,75402,0.4146522537061335
MANHATTAN,Manhattan,45to54,45 to 54,102024,59574,0.3084063582878036
MANHATTAN,Manhattan,35to44,35 to 44,109202,61528,0.2652677890309539
MANHATTAN,Manhattan,25to34,25 to 34,152318,81802,0.2275201286922777
MANHATTAN,Manhattan,18to24,18 to 24,46810,22045,0.1531037192243482
MANHATTAN,Manhattan,<18,<18,3418,802,0.0035226908597844
MANHATTAN,Manhattan,%all%,%all%,719923,467913,0.2903730558914098
BROOKLYN,Brooklyn,85andUp,85+,19520,15227,0.2986857591212241
BROOKLYN,Brooklyn,75to84,75 to 84,55176,43012,0.4032589231302913
BROOKLYN,Brooklyn,65to74,65 to 74,119686,92112,0.4381216021460881
BROOKLYN,Brooklyn,55to64,55 to 64,130417,79563,0.2784503123523545
BROOKLYN,Brooklyn,45to54,45 to 54,114525,65216,0.2207972481599101
BROOKLYN,Brooklyn,35to44,35 to 44,126809,69726,0.1947729799489366
BROOKLYN,Brooklyn,25to34,25 to 34,143079,76208,0.1621305375488521
BROOKLYN,Brooklyn,18to24,18 to 24,33400,16812,0.0808939001671027
BROOKLYN,Brooklyn,<18,<18,2308,507,0.0008816422017189
BROOKLYN,Brooklyn,%all%,%all%,744920,458383,0.1790626441705018
THE BRONX,Bronx,85andUp,85+,11309,9106,0.3422770292252362
THE BRONX,Bronx,75to84,75 to 84,33385,26446,0.4568268612164362
THE BRONX,Bronx,65to74,65 to 74,69724,53814,0.510760169707926
THE BRONX,Bronx,55to64,55 to 64,90627,58273,0.3565581601855139
THE BRONX,Bronx,45to54,45 to 54,70559,43757,0.2515695334770307
THE BRONX,Bronx,35to44,35 to 44,53199,32695,0.1824599307114041
THE BRONX,Bronx,25to34,25 to 34,41463,25439,0.1121137672515356
THE BRONX,Bronx,18to24,18 to 24,17030,8591,0.0620478882845454
THE BRONX,Bronx,<18,<18,1118,233,0.0006671512315885
THE BRONX,Bronx,%all%,%all%,388414,258354,0.1818087657995546
%all%,%all%,85andUp,85+,83158,67830,0.3790698454213191
%all%,%all%,75to84,75 to 84,228964,187093,0.4889088750552228
%all%,%all%,65to74,65 to 74,466935,372638,0.5184204119394266
%all%,%all%,55to64,55 to 64,536773,339149,0.3395141757543404
%all%,%all%,45to54,45 to 54,448244,263905,0.2566952018652118
%all%,%all%,35to44,35 to 44,429742,245787,0.2161893771340815
%all%,%all%,25to34,25 to 34,464128,256463,0.1728537931211115
%all%,%all%,18to24,18 to 24,140092,69642,0.0988291235802851
%all%,%all%,<18,<18,10537,2191,0.0012857059379466
%all%,%all%,%all%,%all%,2808573,1804698,0.2164732655160837
